,Заказ наряд,Дата,Цена,ТС,Гос номер
991,"Заказ-наряд №: 5590 от 05.07.2022, ТС: LADA LARGUS KSA45L гос. номер:С946ХК72",2022-07-05,500,LADA LARGUS KSA45L,946ХК72
992,"Заказ-наряд №: 5609 от 06.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-06,1000,Toyota Hilux Pick Up,777
993,"Заказ-наряд №: 5610 от 27.08.2022, ТС: Opel Astra гос. номер: У619СВ72",2022-08-27,5000,Opel Astra,У619СВ72
994,"Заказ-наряд №: 5611 от 07.07.2022, ТС: ВАЗ Гранта гос. номер: Р103ЕС72",2022-07-07,3000,ВАЗ Гранта,Р103ЕС72
995,"Заказ-наряд №: 5634 от 08.07.2022, ТС: Toyota Camry гос. номер: Н877ОТ72",2022-07-08,1500,Toyota Camry,Н877ОТ72
996,"Заказ-наряд №: 5641 от 08.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-08,3500,Toyota Hilux Pick Up,777
997,"Заказ-наряд №: 5645 от 08.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-08,1000,Toyota Hilux Pick Up,777
998,"Заказ-наряд №: 5646 от 08.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-08,1500,Toyota Hilux Pick Up,777
999,"Заказ-наряд №: 5652 от 09.07.2022, ТС: Volkswagen Polo гос. номер: Р657МЕ72",2022-07-09,1500,Volkswagen Polo,Р657МЕ72
1000,"Заказ-наряд №: 5664 от 10.07.2022, ТС: Toyota Ipsum гос. номер: С614МУ72",2022-07-10,3500,Toyota Ipsum,С614МУ72
1001,"Заказ-наряд №: 5663 от 09.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-09,2000,Toyota Hilux Pick Up,777
1002,"Заказ-наряд №: 5667 от 02.08.2022, ТС: LADA GFL 110 VESTA гос. номер: Т080ЕР797",2022-08-02,1500,LADA GFL 110 VESTA,Т080ЕР797
1003,"Заказ-наряд №: 5672 от 10.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-10,2700,Toyota Hilux Pick Up,777
1004,"Заказ-наряд №: 5673 от 13.07.2022, ТС: Mitsubishi Lancer гос. номер: Т522ХЕ72",2022-07-13,1700,Mitsubishi Lancer,Т522ХЕ72
1005,"Заказ-наряд №: 5680 от 10.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-10,4000,Toyota Hilux Pick Up,777
1006,"Заказ-наряд №: 5710 от 15.07.2022, ТС: Daewoo Nexia гос. номер: О895МН72",2022-07-15,2000,Daewoo Nexia,О895МН72
1007,"Заказ-наряд №: 5726 от 13.07.2022, ТС: ВАЗ Ларгус гос. номер: Х605ХК174",2022-07-13,2500,ВАЗ Ларгус,Х605ХК174
1008,"Заказ-наряд №: 5732 от 13.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-13,1500,Toyota Hilux Pick Up,777
1009,"Заказ-наряд №: 5739 от 13.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-13,1000,Toyota Hilux Pick Up,777
1010,"Заказ-наряд №: 5755 от 16.07.2022, ТС: LADA VESTA гос. номер: Т710РМ72",2022-07-16,500,LADA VESTA,Т710РМ72
1011,"Заказ-наряд №: 5764 от 15.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-15,4200,Toyota Hilux Pick Up,777
1012,"Заказ-наряд №: 5765 от 15.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-15,2300,Toyota Hilux Pick Up,777
1013,"Заказ-наряд №: 5773 от 15.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-15,500,Toyota Hilux Pick Up,777
1014,"Заказ-наряд №: 5776 от 16.07.2022, ТС: Toyota LАND СRUISЕR 120 гос. номер:О686ТВ 72",2022-07-16,5000,Toyota LАND СRUISЕR 120,686ТВ 72
1015,"Заказ-наряд №: 5781 от 16.07.2022, ТС: LADA VESTA гос. номер: Х797ЕР797",2022-07-16,1500,LADA VESTA,Х797ЕР797
1016,"Заказ-наряд №: 5809 от 25.07.2022, ТС: LADA  GRАNТА гос. номер: У726ЕТ72",2022-07-25,500,LADA  GRАNТА,У726ЕТ72
1017,"Заказ-наряд №: 5810 от 19.07.2022, ТС: ВАЗ Приора гос. номер: У960ЕС 72",2022-07-19,2000,ВАЗ Приора,У960ЕС 72
1018,"Заказ-наряд №: 5814 от 21.07.2022, ТС: LADA VESTA GFK 110 гос. номер:М094ЕУ797",2022-07-21,5000,LADA VESTA GFK 110,094ЕУ797
1019,"Заказ-наряд №: 5818 от 19.07.2022, ТС: LADA VESTA гос. номер: Т987РЕ72",2022-07-19,4000,LADA VESTA,Т987РЕ72
1020,"Заказ-наряд №: 5824 от 19.07.2022, ТС: LADA VESTA гос. номер: Н075ЕО797",2022-07-19,1000,LADA VESTA,Н075ЕО797
1021,"Заказ-наряд №: 5827 от 19.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-19,2000,Toyota Hilux Pick Up,777
1022,"Заказ-наряд №: 5829 от 19.07.2022, ТС: LADA VESTA гос. номер: Т760РМ72",2022-07-19,500,LADA VESTA,Т760РМ72
1023,"Заказ-наряд №: 5832 от 30.07.2022, ТС: Hyundai Solaris гос. номер: С149ЕС72",2022-07-30,2500,Hyundai Solaris,С149ЕС72
1024,"Заказ-наряд №: 5833 от 20.07.2022, ТС: Ravon NEXIA R3 гос. номер: М209МЕ45",2022-07-20,1500,Ravon NEXIA R3,М209МЕ45
1025,"Заказ-наряд №: 5835 от 20.07.2022, ТС: Nissan X-Trail гос. номер: Т308ЕК72",2022-07-20,500,Nissan X-Trail,Т308ЕК72
1026,"Заказ-наряд №: 5846 от 30.07.2022, ТС: Toyota LАND СRUISЕR 120 гос. номер:О686ТВ 72",2022-07-30,3500,Toyota LАND СRUISЕR 120,686ТВ 72
1027,"Заказ-наряд №: 5848 от 26.07.2022, ТС: LADA VESTA гос. номер: Т995РЕ72",2022-07-26,3500,LADA VESTA,Т995РЕ72
1028,"Заказ-наряд №: 5849 от 20.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-20,1800,Toyota Hilux Pick Up,777
1029,"Заказ-наряд №: 5857 от 20.07.2022, ТС: Opel Astra гос. номер: С561НМ89",2022-07-20,2500,Opel Astra,С561НМ89
1030,"Заказ-наряд №: 5859 от 02.08.2022, ТС: LADA VESTA гос. номер: Т781РМ72",2022-08-02,1900,LADA VESTA,Т781РМ72
1031,"Заказ-наряд №: 5868 от 21.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-21,1000,Toyota Hilux Pick Up,777
1032,"Заказ-наряд №: 5872 от 21.07.2022, ТС: Toyota Corolla гос. номер: Е256ХМ174",2022-07-21,1000,Toyota Corolla,Е256ХМ174
1033,"Заказ-наряд №: 5884 от 22.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-22,500,Toyota Hilux Pick Up,777
1034,"Заказ-наряд №: 5888 от 22.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-22,2500,Toyota Hilux Pick Up,777
1035,"Заказ-наряд №: 5895 от 22.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-22,2500,Toyota Hilux Pick Up,777
1036,"Заказ-наряд №: 5902 от 23.07.2022, ТС: Opel Mokka гос. номер: Р388НО72",2022-07-23,1000,Opel Mokka,Р388НО72
1037,"Заказ-наряд №: 5905 от 23.07.2022, ТС: УАЗ 3469 гос. номер: О565СМ72",2022-07-23,7500,УАЗ 3469,О565СМ72
1038,"Заказ-наряд №: 5908 от 23.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-23,2000,Toyota Hilux Pick Up,777
1039,"Заказ-наряд №: 5911 от 23.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-23,1500,Toyota Hilux Pick Up,777
1040,"Заказ-наряд №: 5912 от 23.07.2022, ТС: Chevrolet Rezzo гос. номер: К958МР72",2022-07-23,2500,Chevrolet Rezzo,К958МР72
1041,"Заказ-наряд №: 5916 от 24.07.2022, ТС: Kia Rio гос. номер: С979ЕР72",2022-07-24,2500,Kia Rio,С979ЕР72
1042,"Заказ-наряд №: 5917 от 26.07.2022, ТС: LADA VESTA гос. номер: Т969РЕ72",2022-07-26,1500,LADA VESTA,Т969РЕ72
1043,"Заказ-наряд №: 5921 от 24.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-24,500,Toyota Hilux Pick Up,777
1044,"Заказ-наряд №: 5922 от 24.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-24,1000,Toyota Hilux Pick Up,777
1045,"Заказ-наряд №: 5932 от 25.07.2022, ТС: Volkswagen Passat гос. номер: К249ЕА 89",2022-07-25,600,Volkswagen Passat,К249ЕА 89
1046,"Заказ-наряд №: 5947 от 27.07.2022, ТС: LADA VESTA гос. номер: У771СК55",2022-07-27,900,LADA VESTA,У771СК55
1047,"Заказ-наряд №: 5956 от 02.08.2022, ТС: LADA VESTA GFK 110 гос. номер:Н833ЕР797",2022-08-02,2800,LADA VESTA GFK 110,833ЕР797
1048,"Заказ-наряд №: 5960 от 26.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-26,1000,Toyota Hilux Pick Up,777
1049,"Заказ-наряд №: 5965 от 26.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-26,5000,Toyota Hilux Pick Up,777
1050,"Заказ-наряд №: 5969 от 27.07.2022, ТС: Cadillac GMT926/ESCALKADE гос. номер:Е707АС186",2022-07-27,2500,Cadillac GMT926/ESCALKADE,707АС186
1051,"Заказ-наряд №: 5970 от 27.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-27,4000,Toyota Hilux Pick Up,777
1052,"Заказ-наряд №: 5972 от 27.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-27,1000,Toyota Hilux Pick Up,777
1053,"Заказ-наряд №: 5975 от 27.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-27,500,Toyota Hilux Pick Up,777
1054,"Заказ-наряд №: 5977 от 30.07.2022, ТС: Toyota LАND СRUISЕR 120 гос. номер:С070ЕТ54",2022-07-30,1000,Toyota LАND СRUISЕR 120,070ЕТ54
1055,"Заказ-наряд №: 5978 от 27.07.2022, ТС: Инфинити Q80 гос. номер: Н133ХС72",2022-07-27,3000,Инфинити Q80,Н133ХС72
1056,"Заказ-наряд №: 5979 от 20.08.2022, ТС: УАЗ Патриот гос. номер: С745УА72",2022-08-20,10850,УАЗ Патриот,С745УА72
1057,"Заказ-наряд №: 5980 от 27.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-27,1500,Toyota Hilux Pick Up,777
1058,"Заказ-наряд №: 5981 от 27.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-27,1500,Toyota Hilux Pick Up,777
1059,"Заказ-наряд №: 6003 от 29.07.2022, ТС: Kia Ceed гос. номер: А837АА86",2022-07-29,2900,Kia Ceed,А837АА86
1060,"Заказ-наряд №: 6004 от 29.07.2022, ТС: Renault Logan гос. номер: АК00245",2022-07-29,2000,Renault Logan,АК00245
1061,"Заказ-наряд №: 6005 от 29.07.2022, ТС: Datsun On-Do гос. номер: С193ЕМ72",2022-07-29,1400,Datsun On-Do,С193ЕМ72
1062,"Заказ-наряд №: 6008 от 29.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-29,1000,Toyota Hilux Pick Up,777
1063,"Заказ-наряд №: 6011 от 05.08.2022, ТС: LADA VESTA гос. номер: Т081ЕР797",2022-08-05,500,LADA VESTA,Т081ЕР797
1064,"Заказ-наряд №: 6022 от 30.07.2022, ТС: LADA VESTA гос. номер: Т081ЕР797",2022-07-30,1800,LADA VESTA,Т081ЕР797
1065,"Заказ-наряд №: 6026 от 30.07.2022, ТС: Chevrolet Cruze гос. номер: М922ОТ196",2022-07-30,500,Chevrolet Cruze,М922ОТ196
1066,"Заказ-наряд №: 6029 от 02.08.2022, ТС: LADA VESTA гос. номер: У761ЕТ797",2022-08-02,1500,LADA VESTA,У761ЕТ797
1067,"Заказ-наряд №: 6038 от 31.07.2022, ТС: Toyota LАND СRUISЕR 120 гос. номер:С070ЕТ54",2022-07-31,1500,Toyota LАND СRUISЕR 120,070ЕТ54
1068,"Заказ-наряд №: 6040 от 31.07.2022, ТС: LADA VESTA гос. номер: Т116РР72",2022-07-31,2500,LADA VESTA,Т116РР72
1069,"Заказ-наряд №: 6041 от 31.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-31,1500,Toyota Hilux Pick Up,777
1070,"Заказ-наряд №: 6044 от 31.07.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-07-31,3000,Toyota Hilux Pick Up,777
1071,"Заказ-наряд №: 6055 от 02.08.2022, ТС: LADA VESTA гос. номер: Т995РЕ72",2022-08-02,500,LADA VESTA,Т995РЕ72
1072,"Заказ-наряд №: 6059 от 02.08.2022, ТС: Cadillac GMT926/ESCALKADE гос. номер:В235РК89",2022-08-02,1000,Cadillac GMT926/ESCALKADE,235РК89
1073,"Заказ-наряд №: 6063 от 02.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-02,1000,Toyota Hilux Pick Up,777
1074,"Заказ-наряд №: 6064 от 02.08.2022, ТС: LADA GFL 110 VESTA гос. номер:М092ЕУ797",2022-08-02,500,LADA GFL 110 VESTA,092ЕУ797
1075,"Заказ-наряд №: 6066 от 02.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-02,2500,Toyota Hilux Pick Up,777
1076,"Заказ-наряд №: 6069 от 02.08.2022, ТС: Mitsubishi Outlander гос. номер: Р586РВ72",2022-08-02,1000,Mitsubishi Outlander,Р586РВ72
1077,"Заказ-наряд №: 6079 от 03.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-03,4000,Toyota Hilux Pick Up,777
1078,"Заказ-наряд №: 6080 от 03.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-03,1000,Toyota Hilux Pick Up,777
1079,"Заказ-наряд №: 6083 от 03.08.2022, ТС: LADA VESTA гос. номер: У822СТ55",2022-08-03,1900,LADA VESTA,У822СТ55
1080,"Заказ-наряд №: 6086 от 03.08.2022, ТС: Mazda CX-9 гос. номер: Т229УО72",2022-08-03,3000,Mazda CX-9,Т229УО72
1081,"Заказ-наряд №: 6108 от 05.08.2022, ТС: LADA VESTA гос. номер: У822СТ55",2022-08-05,500,LADA VESTA,У822СТ55
1082,"Заказ-наряд №: 6109 от 09.08.2022, ТС: LADA VESTA гос. номер: Т745РМ72",2022-08-09,1800,LADA VESTA,Т745РМ72
1083,"Заказ-наряд №: 6111 от 05.08.2022, ТС: Hyundai STAREX гос. номер: М813ТВ86",2022-08-05,5000,Hyundai STAREX,М813ТВ86
1084,"Заказ-наряд №: 6114 от 05.08.2022, ТС: LADA VESTA гос. номер: Т758РМ72",2022-08-05,1200,LADA VESTA,Т758РМ72
1085,"Заказ-наряд №: 6115 от 05.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-05,1000,Toyota Hilux Pick Up,777
1086,"Заказ-наряд №: 6121 от 09.08.2022, ТС: LADA 219010 GRANTA гос. номер: У567ХВ72",2022-08-09,1100,LADA 219010 GRANTA,У567ХВ72
1087,"Заказ-наряд №: 6122 от 10.08.2022, ТС: LADA VESTA гос. номер: Т760РМ72",2022-08-10,1000,LADA VESTA,Т760РМ72
1088,"Заказ-наряд №: 6123 от 05.08.2022, ТС: Kia Sorento гос. номер: О195МН72",2022-08-05,4500,Kia Sorento,О195МН72
1089,"Заказ-наряд №: 6124 от 09.08.2022, ТС: LADA VESTA гос. номер: Т995РЕ72",2022-08-09,1500,LADA VESTA,Т995РЕ72
1090,"Заказ-наряд №: 6130 от 06.08.2022, ТС: LADA VESTA GFK 110 гос. номер:Н833ЕР797",2022-08-06,900,LADA VESTA GFK 110,833ЕР797
1091,"Заказ-наряд №: 6132 от 06.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-06,2500,Toyota Hilux Pick Up,777
1092,"Заказ-наряд №: 6133 от 06.08.2022, ТС: Honda СВ 400SF - Мотоцикл гос. номер:3492CC63",2022-08-06,2000,Honda СВ 400SF - Мотоцикл,492CC63
1093,"Заказ-наряд №: 6136 от 06.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-06,500,Toyota Hilux Pick Up,777
1094,"Заказ-наряд №: 6156 от 11.08.2022, ТС: LADA VESTA гос. номер: У472СТ55",2022-08-11,3300,LADA VESTA,У472СТ55
1095,"Заказ-наряд №: 6160 от 09.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-09,850,Toyota Hilux Pick Up,777
1096,"Заказ-наряд №: 6161 от 09.08.2022, ТС: Kia Ceed гос. номер: К030КМ72",2022-08-09,2500,Kia Ceed,К030КМ72
1097,"Заказ-наряд №: 6163 от 09.08.2022, ТС: Toyota RAV4 гос. номер: Н133ТУ 72",2022-08-09,1000,Toyota RAV4,Н133ТУ 72
1098,"Заказ-наряд №: 6165 от 09.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-09,500,Toyota Hilux Pick Up,777
1099,"Заказ-наряд №: 6166 от 09.08.2022, ТС: LADA VESTA гос. номер: У693ЕР797",2022-08-09,1650,LADA VESTA,У693ЕР797
1100,"Заказ-наряд №: 6172 от 09.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-09,500,Toyota Hilux Pick Up,777
1101,"Заказ-наряд №: 6173 от 09.08.2022, ТС: ВАЗ 2131 4x4 Нива гос. номер: В435НА72",2022-08-09,2000,ВАЗ 2131 4x4 Нива,В435НА72
1102,"Заказ-наряд №: 6175 от 15.09.2022, ТС: LADA  GRАNТА 219010 гос. номер: Р602РУ72",2022-09-15,2000,LADA  GRАNТА 219010,Р602РУ72
1103,"Заказ-наряд №: 6179 от 13.08.2022, ТС: LADA VESTA GFK 110 гос. номер:Н833ЕР797",2022-08-13,500,LADA VESTA GFK 110,833ЕР797
1104,"Заказ-наряд №: 6181 от 10.08.2022, ТС: LADA VESTA гос. номер: У822СТ55",2022-08-10,900,LADA VESTA,У822СТ55
1105,"Заказ-наряд №: 6186 от 10.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-10,500,Toyota Hilux Pick Up,777
1106,"Заказ-наряд №: 6196 от 11.08.2022, ТС: ИЖ 27171-020 гос. номер: К836РС186",2022-08-11,1300,ИЖ 27171-020,К836РС186
1107,"Заказ-наряд №: 6211 от 17.08.2022, ТС: LADA VESTA гос. номер: Т281РН72",2022-08-17,4250,LADA VESTA,Т281РН72
1108,"Заказ-наряд №: 6212 от 12.08.2022, ТС: LADA VESTA GFK 110 гос. номер: Т797РМ72",2022-08-12,2000,LADA VESTA GFK 110,Т797РМ72
1109,"Заказ-наряд №: 6213 от 12.08.2022, ТС: Mercedes-Benz E-Class гос. номер: Х707ЕК72",2022-08-12,1000,Mercedes-Benz E-Class,Х707ЕК72
1110,"Заказ-наряд №: 6217 от 12.08.2022, ТС: Chevrolet  GMT900 Tahoe гос. номер:В011ТМ 89",2022-08-12,1000,Chevrolet  GMT900 Tahoe,011ТМ 89
1111,"Заказ-наряд №: 6221 от 12.08.2022, ТС: Toyota Land Cruiser гос. номер: Н391СТ72",2022-08-12,4200,Toyota Land Cruiser,Н391СТ72
1112,"Заказ-наряд №: 6223 от 13.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-13,500,Toyota Hilux Pick Up,777
1113,"Заказ-наряд №: 6226 от 13.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-13,1000,Toyota Hilux Pick Up,777
1114,"Заказ-наряд №: 6227 от 18.08.2022, ТС: LADA VESTA гос. номер: Т109РР72",2022-08-18,500,LADA VESTA,Т109РР72
1115,"Заказ-наряд №: 6232 от 13.08.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-08-13,2500,Toyota Hilux Pick Up,777
